pm10,month,pm10_40,pm10_60
28,2816,26,25
19,2817,17,17
18,2818,17,16
22,2819,20,19
24,2820,22,22
18,2821,16,16
22,2822,20,20
16,2823,15,14
19,2824,17,17
20,2825,18,17
17,2826,15,15
17,2827,15,15
NA,2828,NA,NA
24,2829,22,21
32,2830,30,30
25,2831,24,23
35,2832,32,32
42,2833,40,39
34,2834,31,31
24,2835,22,22
10,2836,8,8
17,2837,16,15
16,2838,14,14
21,2839,19,19
18,2840,16,16
27,2841,25,24
11,2842,10,10
11,2843,10,10
21,2844,19,19
22,2845,20,20
26,2846,25,24
17,2847,16,15
17,2848,15,15
19,2849,18,17
22,2850,20,19
14,2851,13,12
19,2852,17,17
17,2853,15,15
17,2854,15,15
19,2855,17,17
16,2856,15,14
17,2857,15,15
NA,2858,NA,NA
24,2859,22,21
30,2860,28,28
25,2861,23,23
33,2862,31,30
42,2863,39,38
31,2864,29,28
23,2865,21,20
9,2866,8,8
16,2867,15,15
17,2868,15,15
20,2869,18,18
17,2870,16,15
32,2871,30,29
13,2872,12,12
12,2873,11,10
22,2874,20,20
24,2875,23,22
25,2876,23,23
11,2877,10,10
11,2878,10,10
13,2879,11,11
18,2880,17,16
12,2881,10,10
15,2882,14,13
12,2883,11,10
10,2884,9,9
10,2885,9,9
10,2886,9,8
10,2887,9,9
NA,2888,NA,NA
13,2889,12,12
21,2890,19,19
18,2891,16,16
26,2892,24,24
31,2893,29,28
25,2894,23,23
19,2895,17,17
9,2896,7,7
9,2897,8,8
11,2898,9,9
14,2899,13,12
9,2900,8,7
21,2901,19,19
6,2902,5,5
NA,2903,NA,NA
19,2904,17,17
16,2905,15,14
17,2906,16,15
14,2907,12,12
11,2908,10,9
13,2909,12,12
15,2910,14,13
11,2911,9,9
17,2912,15,15
12,2913,10,10
11,2914,10,10
14,2915,13,12
11,2916,10,10
13,2917,11,11
NA,2918,NA,NA
17,2919,16,15
25,2920,23,23
19,2921,17,17
27,2922,25,24
31,2923,29,29
27,2924,25,25
17,2925,15,15
7,2926,6,6
16,2927,14,14
10,2928,9,9
15,2929,13,13
13,2930,12,11
22,2931,21,20
9,2932,8,8
10,2933,8,8
18,2934,16,16
17,2935,16,15
20,2936,18,18
7,2937,6,6
9,2938,8,8
11,2939,10,10
13,2940,12,12
10,2941,9,9
14,2942,13,12
12,2943,11,10
3,2944,2,2
8,2945,7,7
9,2946,8,7
12,2947,11,10
NA,2948,NA,NA
15,2949,13,13
20,2950,18,18
18,2951,17,16
26,2952,24,23
28,2953,26,25
26,2954,24,23
15,2955,13,13
7,2956,6,6
10,2957,9,8
9,2958,8,7
13,2959,12,11
11,2960,10,9
21,2961,19,19
6,2962,5,5
8,2963,6,6
13,2964,12,11
14,2965,12,12
14,2966,12,12
29,2967,27,26
17,2968,15,15
15,2969,13,13
15,2970,13,13
18,2971,17,16
35,2972,32,32
28,2973,26,25
28,2974,26,26
35,2975,32,32
20,2976,19,18
10,2977,9,8
10,2978,9,9
17,2979,15,15
12,2980,10,10
14,2981,13,12
19,2982,18,17
22,2983,20,20
21,2984,19,19
29,2985,27,27
27,2986,25,25
84,2987,79,78
81,2988,77,76
33,2989,31,30
19,2990,17,17
18,2991,17,16
17,2992,16,15
30,2993,28,27
37,2994,35,34
41,2995,38,38
44,2996,41,40
32,2997,30,29
26,2998,24,23
14,2999,13,13
12,3000,10,10
11,3001,10,10
14,3002,13,12
26,3003,25,24
27,3004,25,24
27,3005,25,25
33,3006,31,30
22,3007,20,19
10,3008,9,9
10,3009,8,8
17,3010,15,15
13,3011,11,11
14,3012,13,13
17,3013,15,15
23,3014,21,21
23,3015,21,21
32,3016,30,29
30,3017,28,27
85,3018,80,79
81,3019,77,75
29,3020,27,26
15,3021,14,13
18,3022,16,16
16,3023,14,14
20,3024,19,18
29,3025,27,27
32,3026,30,29
33,3027,31,31
33,3028,31,30
23,3029,21,20
16,3030,14,14
14,3031,12,12
11,3032,10,10
16,3033,15,15
21,3034,19,19
24,3035,22,22
27,3036,25,25
28,3037,26,26
19,3038,18,17
9,3039,8,7
8,3040,7,7
16,3041,15,14
12,3042,10,10
14,3043,13,13
16,3044,14,14
21,3045,20,19
19,3046,17,17
23,3047,21,21
26,3048,24,24
88,3049,83,82
76,3050,72,70
26,3051,24,24
14,3052,12,12
15,3053,13,13
15,3054,14,13
18,3055,16,16
25,3056,23,23
21,3057,19,19
31,3058,29,28
30,3059,28,28
16,3060,14,14
10,3061,9,9
7,3062,6,6
6,3063,5,5
8,3064,7,7
13,3065,11,11
14,3066,12,12
24,3067,22,22
35,3068,33,32
30,3069,28,28
4,3070,3,3
4,3071,3,3
9,3072,8,8
9,3073,7,7
5,3074,4,4
8,3075,6,6
12,3076,11,10
13,3077,12,11
13,3078,12,11
16,3079,14,14
71,3080,67,66
66,3081,63,62
22,3082,20,20
8,3083,7,6
11,3084,10,9
8,3085,7,7
12,3086,10,10
17,3087,15,15
15,3088,14,14
23,3089,21,21
24,3090,22,22
18,3091,17,16
10,3092,8,8
9,3093,7,7
8,3094,7,7
11,3095,10,9
16,3096,15,14
16,3097,15,14
22,3098,20,20
23,3099,21,21
15,3100,13,13
7,3101,6,6
7,3102,6,6
12,3103,11,10
8,3104,7,7
9,3105,8,8
10,3106,9,9
15,3107,13,13
15,3108,14,14
16,3109,15,14
18,3110,16,16
68,3111,64,63
56,3112,53,52
17,3113,15,15
11,3114,9,9
11,3115,9,9
9,3116,8,8
11,3117,10,9
19,3118,17,17
12,3119,10,10
20,3120,18,18
22,3121,20,20
15,3122,13,13
9,3123,8,8
9,3124,7,7
8,3125,7,7
9,3126,8,8
11,3127,10,9
15,3128,13,13
18,3129,16,16
18,3130,17,16
12,3131,11,11
NA,3132,NA,NA
NA,3133,NA,NA
7,3134,5,5
7,3135,6,6
8,3136,6,6
10,3137,9,9
17,3138,16,15
15,3139,13,13
11,3140,10,10
14,3141,12,12
48,3142,45,44
51,3143,48,47
21,3144,19,19
9,3145,7,7
9,3146,7,7
9,3147,8,7
10,3148,8,8
14,3149,12,12
13,3150,12,12
19,3151,17,17
21,3152,19,19
31,3153,29,28
36,3154,34,33
27,3155,25,24
15,3156,14,13
20,3157,18,18
20,3158,18,18
36,3159,34,33
19,3160,17,17
31,3161,29,28
30,3162,28,27
27,3163,25,25
35,3164,32,32
38,3165,36,35
25,3166,23,23
28,3167,26,25
26,3168,24,23
33,3169,31,31
41,3170,38,37
44,3171,42,41
30,3172,28,27
32,3173,30,29
42,3174,39,38
48,3175,46,45
42,3176,39,38
24,3177,22,22
23,3178,21,21
30,3179,28,28
32,3180,30,29
29,3181,27,26
14,3182,12,12
21,3183,19,19
20,3184,18,18
34,3185,31,31
15,3186,14,14
31,3187,28,28
28,3188,26,25
23,3189,21,20
23,3190,21,21
37,3191,35,34
18,3192,16,16
NA,3193,NA,NA
32,3194,30,29
30,3195,28,28
32,3196,30,29
33,3197,31,30
28,3198,26,26
29,3199,27,27
31,3200,29,28
34,3201,31,31
40,3202,38,37
25,3203,23,23
22,3204,21,20
26,3205,24,23
27,3206,25,24
26,3207,24,23
11,3208,10,10
20,3209,18,17
19,3210,17,17
32,3211,29,29
13,3212,11,11
26,3213,25,24
21,3214,20,19
19,3215,17,17
21,3216,20,19
30,3217,28,27
21,3218,19,19
23,3219,21,20
22,3220,21,20
28,3221,26,26
29,3222,27,27
34,3223,31,31
25,3224,23,23
26,3225,24,24
28,3226,26,25
25,3227,23,23
30,3228,28,27
20,3229,18,18
20,3230,18,18
22,3231,20,20
22,3232,20,20
20,3233,18,18
7,3234,6,6
13,3235,11,11
12,3236,11,11
25,3237,23,23
7,3238,6,6
17,3239,15,15
17,3240,15,15
14,3241,13,12
13,3242,12,12
20,3243,18,18
17,3244,15,15
14,3245,12,12
15,3246,14,14
18,3247,17,16
21,3248,19,19
19,3249,17,17
19,3250,17,17
20,3251,18,18
19,3252,17,17
19,3253,17,17
18,3254,16,16
16,3255,14,14
13,3256,12,11
19,3257,17,17
21,3258,20,19
20,3259,18,18
7,3260,6,6
15,3261,14,13
15,3262,14,13
26,3263,24,24
8,3264,7,6
18,3265,16,16
18,3266,16,16
14,3267,13,13
14,3268,12,12
18,3269,16,16
16,3270,14,14
17,3271,15,15
18,3272,16,16
21,3273,19,19
22,3274,20,20
21,3275,19,19
16,3276,15,14
19,3277,18,17
20,3278,19,18
18,3279,17,16
20,3280,18,18
16,3281,15,14
15,3282,14,14
19,3283,17,17
17,3284,15,15
15,3285,14,14
5,3286,3,3
11,3287,10,9
11,3288,10,9
17,3289,15,15
6,3290,5,4
9,3291,8,8
15,3292,13,13
11,3293,10,9
12,3294,11,11
14,3295,12,12
15,3296,14,13
16,3297,15,15
15,3298,14,14
20,3299,18,18
16,3300,14,14
16,3301,14,14
14,3302,12,12
16,3303,14,14
16,3304,14,14
14,3305,12,12
13,3306,11,11
11,3307,10,9
10,3308,9,9
19,3309,18,17
20,3310,18,18
18,3311,17,16
24,3312,22,22
17,3313,15,15
9,3314,8,8
19,3315,17,17
9,3316,8,7
14,3317,12,12
18,3318,16,16
25,3319,23,22
10,3320,9,9
19,3321,17,17
43,3322,40,39
37,3323,35,34
35,3324,32,32
33,3325,31,30
25,3326,23,22
26,3327,24,23
16,3328,15,14
24,3329,22,22
29,3330,27,26
30,3331,28,28
23,3332,21,21
11,3333,9,9
12,3334,11,10
13,3335,11,11
23,3336,21,21
15,3337,14,13
15,3338,14,13
18,3339,16,16
15,3340,14,13
16,3341,15,14
14,3342,12,12
18,3343,16,16
11,3344,10,10
8,3345,7,7
13,3346,12,12
10,3347,8,8
14,3348,12,12
20,3349,18,17
23,3350,21,21
12,3351,10,10
16,3352,14,14
51,3353,48,47
33,3354,31,30
27,3355,25,24
33,3356,31,30
29,3357,27,26
25,3358,23,23
14,3359,13,13
19,3360,17,17
23,3361,21,21
28,3362,26,26
20,3363,18,18
6,3364,5,5
9,3365,8,8
8,3366,7,7
15,3367,13,13
11,3368,10,10
13,3369,12,12
12,3370,10,10
16,3371,14,14
17,3372,16,15
16,3373,15,14
14,3374,12,12
12,3375,11,11
11,3376,10,10
13,3377,12,12
8,3378,7,7
13,3379,12,11
16,3380,15,14
18,3381,17,16
7,3382,6,6
11,3383,10,10
44,3384,41,40
24,3385,23,22
20,3386,19,18
26,3387,25,24
28,3388,26,25
21,3389,20,19
13,3390,11,11
17,3391,15,15
26,3392,24,23
27,3393,25,24
17,3394,15,15
8,3395,6,6
11,3396,10,9
8,3397,7,7
16,3398,14,14
13,3399,12,11
13,3400,12,12
10,3401,9,8
9,3402,8,7
10,3403,9,9
8,3404,7,6
6,3405,5,4
7,3406,6,6
5,3407,4,4
6,3408,5,5
6,3409,5,4
7,3410,5,5
8,3411,6,6
10,3412,8,8
4,3413,3,3
6,3414,5,5
33,3415,30,30
15,3416,13,13
12,3417,10,10
19,3418,17,17
18,3419,16,16
17,3420,16,16
9,3421,7,7
9,3422,7,7
16,3423,15,14
19,3424,18,17
13,3425,12,12
3,3426,2,2
4,3427,3,3
3,3428,2,2
8,3429,6,6
6,3430,5,4
6,3431,5,5
4,3432,3,3
10,3433,8,8
10,3434,9,8
11,3435,9,9
13,3436,12,11
6,3437,5,5
5,3438,4,4
8,3439,7,7
6,3440,5,5
8,3441,7,6
10,3442,8,8
12,3443,10,10
7,3444,6,5
10,3445,9,9
35,3446,33,32
15,3447,13,13
16,3448,14,14
20,3449,18,17
20,3450,18,18
17,3451,15,15
9,3452,8,8
10,3453,9,9
18,3454,16,16
21,3455,19,19
10,3456,9,9
4,3457,3,2
6,3458,5,5
5,3459,4,4
9,3460,8,7
7,3461,6,6
7,3462,6,6
7,3463,6,5
12,3464,11,10
8,3465,6,6
6,3466,5,5
6,3467,5,5
7,3468,6,6
6,3469,5,5
6,3470,5,5
6,3471,5,5
7,3472,6,6
8,3473,7,7
8,3474,7,7
7,3475,6,6
9,3476,8,8
17,3477,15,15
14,3478,12,12
9,3479,8,8
13,3480,12,12
9,3481,7,7
NA,3482,NA,NA
NA,3483,NA,NA
11,3484,9,9
9,3485,8,8
13,3486,11,11
12,3487,11,10
6,3488,5,5
6,3489,5,5
6,3490,5,5
9,3491,8,7
7,3492,6,6
8,3493,7,6
7,3494,6,6
15,3495,13,13
12,3496,11,11
14,3497,12,12
22,3498,20,20
19,3499,18,17
19,3500,17,17
22,3501,20,19
26,3502,25,24
9,3503,7,7
9,3504,8,8
13,3505,11,11
15,3506,13,13
14,3507,13,13
14,3508,12,12
25,3509,23,23
19,3510,17,17
18,3511,16,16
35,3512,32,32
29,3513,27,27
33,3514,31,31
35,3515,33,32
13,3516,12,11
9,3517,7,7
12,3518,10,10
16,3519,15,14
18,3520,16,16
30,3521,28,28
33,3522,31,31
22,3523,20,19
21,3524,19,19
13,3525,11,11
10,3526,9,9
12,3527,10,10
14,3528,13,12
13,3529,12,12
16,3530,14,14
17,3531,16,15
21,3532,20,19
22,3533,20,20
6,3534,4,4
9,3535,7,7
13,3536,11,11
13,3537,12,12
13,3538,12,11
13,3539,11,11
20,3540,18,18
16,3541,14,14
18,3542,16,16
31,3543,28,28
22,3544,21,20
27,3545,25,24
26,3546,24,24
12,3547,11,10
9,3548,7,7
11,3549,9,9
15,3550,13,13
17,3551,15,15
28,3552,26,25
33,3553,30,30
21,3554,19,19
14,3555,13,13
12,3556,11,11
9,3557,8,8
12,3558,11,11
12,3559,11,10
17,3560,15,15
13,3561,12,11
15,3562,14,13
21,3563,20,19
24,3564,22,22
6,3565,5,4
8,3566,7,7
11,3567,10,10
16,3568,14,14
16,3569,15,14
15,3570,13,13
19,3571,18,17
14,3572,13,12
17,3573,15,15
24,3574,22,22
20,3575,18,18
24,3576,22,21
19,3577,18,17
11,3578,10,10
7,3579,6,6
10,3580,9,8
14,3581,13,13
19,3582,18,17
29,3583,27,26
25,3584,23,23
19,3585,17,17
12,3586,10,10
11,3587,10,10
6,3588,5,4
6,3589,5,5
7,3590,6,6
8,3591,7,6
8,3592,7,7
NA,3593,NA,NA
NA,3594,NA,NA
31,3595,29,29
3,3596,2,2
4,3597,3,3
7,3598,6,6
9,3599,7,7
7,3600,6,6
6,3601,4,4
8,3602,6,6
8,3603,7,7
11,3604,9,9
16,3605,15,14
12,3606,11,11
18,3607,16,16
8,3608,7,7
6,3609,5,4
3,3610,2,2
5,3611,4,4
9,3612,7,7
13,3613,11,11
16,3614,15,14
18,3615,17,16
11,3616,9,9
8,3617,7,6
11,3618,9,9
7,3619,5,5
7,3620,6,6
8,3621,7,7
7,3622,6,6
9,3623,8,8
12,3624,10,10
13,3625,12,12
17,3626,16,15
6,3627,4,4
7,3628,6,6
11,3629,9,9
9,3630,7,7
9,3631,8,8
7,3632,6,6
10,3633,9,8
9,3634,7,7
11,3635,10,10
17,3636,15,15
16,3637,15,14
20,3638,18,18
14,3639,13,12
9,3640,8,8
NA,3641,NA,NA
NA,3642,NA,NA
NA,3643,NA,NA
15,3644,13,13
20,3645,18,18
17,3646,15,15
12,3647,11,10
7,3648,6,6
8,3649,7,6
7,3650,6,6
8,3651,7,7
7,3652,6,6
8,3653,6,6
9,3654,8,8
11,3655,10,10
13,3656,11,11
15,3657,14,14
5,3658,4,4
6,3659,5,5
11,3660,10,9
9,3661,7,7
8,3662,6,6
7,3663,6,6
8,3664,6,6
9,3665,8,8
9,3666,8,8
13,3667,12,11
12,3668,11,11
16,3669,14,14
9,3670,8,8
7,3671,5,5
6,3672,5,5
7,3673,6,6
9,3674,8,8
12,3675,11,10
12,3676,11,10
12,3677,10,10
9,3678,8,8
7,3679,6,6
8,3680,7,7
24,3681,22,21
29,3682,27,27
39,3683,36,36
28,3684,26,26
26,3685,24,24
113,3686,107,105
13,3687,12,11
17,3688,15,15
23,3689,21,20
12,3690,11,11
30,3691,28,28
35,3692,33,32
21,3693,19,19
24,3694,22,21
33,3695,31,30
21,3696,19,19
33,3697,31,30
31,3698,29,28
42,3699,40,39
40,3700,37,37
45,3701,42,41
105,3702,100,98
53,3703,50,49
31,3704,29,28
37,3705,35,34
39,3706,36,35
41,3707,39,38
39,3708,36,36
21,3709,19,19
24,3710,22,22
27,3711,25,24
28,3712,26,25
26,3713,24,23
124,3714,118,116
12,3715,10,10
13,3716,12,12
18,3717,16,16
10,3718,9,9
17,3719,16,15
43,3720,40,39
17,3721,15,15
17,3722,16,15
23,3723,21,20
16,3724,14,14
25,3725,23,23
27,3726,25,24
35,3727,33,32
31,3728,29,29
36,3729,34,33
95,3730,90,88
49,3731,46,45
28,3732,26,26
26,3733,24,24
33,3734,31,30
35,3735,33,32
33,3736,30,30
20,3737,18,18
29,3738,27,26
21,3739,20,19
23,3740,21,21
23,3741,21,21
113,3742,108,106
12,3743,10,10
12,3744,11,11
17,3745,15,15
12,3746,10,10
18,3747,17,16
32,3748,30,29
NA,3749,NA,NA
NA,3750,NA,NA
NA,3751,NA,NA
28,3752,26,25
26,3753,24,23
26,3754,24,24
38,3755,35,35
32,3756,30,29
38,3757,36,35
90,3758,85,83
51,3759,48,47
28,3760,26,25
30,3761,27,27
34,3762,32,31
38,3763,35,35
32,3764,30,30
13,3765,11,11
13,3766,12,12
11,3767,10,9
19,3768,17,17
19,3769,17,17
123,3770,117,115
9,3771,8,7
6,3772,4,4
8,3773,7,7
3,3774,2,2
2,3775,1,1
NA,3776,NA,NA
NA,3777,NA,NA
NA,3778,NA,NA
NA,3779,NA,NA
2,3780,1,1
19,3781,17,17
19,3782,17,17
32,3783,30,30
26,3784,24,24
35,3785,32,32
86,3786,82,80
44,3787,42,41
25,3788,23,23
24,3789,22,21
31,3790,29,28
31,3791,29,28
31,3792,29,28
15,3793,13,13
15,3794,13,13
17,3795,15,15
24,3796,22,22
20,3797,18,18
119,3798,114,111
11,3799,9,9
11,3800,10,9
14,3801,12,12
8,3802,6,6
14,3803,12,12
31,3804,29,28
14,3805,13,12
17,3806,16,15
22,3807,20,19
17,3808,15,15
22,3809,20,19
20,3810,19,18
31,3811,29,28
25,3812,23,23
36,3813,34,33
83,3814,79,78
46,3815,44,43
25,3816,23,23
22,3817,21,20
35,3818,33,32
31,3819,29,28
29,3820,27,27
13,3821,12,12
12,3822,10,10
11,3823,10,9
19,3824,17,17
17,3825,15,15
102,3826,97,95
9,3827,7,7
7,3828,6,6
9,3829,8,8
7,3830,5,5
9,3831,8,8
17,3832,16,15
11,3833,10,9
11,3834,10,10
16,3835,15,14
11,3836,9,9
16,3837,14,14
13,3838,12,12
25,3839,23,22
21,3840,19,19
23,3841,21,21
46,3842,44,43
27,3843,25,24
17,3844,16,15
22,3845,20,20
28,3846,26,26
32,3847,30,29
29,3848,27,26
48,3849,45,44
50,3850,47,46
48,3851,45,44
49,3852,46,45
52,3853,49,48
38,3854,35,35
31,3855,29,28
27,3856,25,24
20,3857,18,18
27,3858,25,25
44,3859,41,40
26,3860,24,24
31,3861,29,28
24,3862,22,22
29,3863,27,27
35,3864,33,32
36,3865,34,33
34,3866,32,31
14,3867,13,12
18,3868,16,16
19,3869,17,17
27,3870,25,24
31,3871,29,28
38,3872,35,35
36,3873,34,33
38,3874,35,35
25,3875,23,23
24,3876,23,22
27,3877,25,25
29,3878,27,26
36,3879,34,33
43,3880,40,40
46,3881,43,42
40,3882,38,37
45,3883,43,42
47,3884,45,44
34,3885,31,31
29,3886,27,27
26,3887,24,24
20,3888,18,18
25,3889,24,23
32,3890,30,29
24,3891,22,21
23,3892,22,21
21,3893,20,19
24,3894,22,21
24,3895,22,22
30,3896,27,27
25,3897,23,23
14,3898,12,12
17,3899,16,15
21,3900,19,19
25,3901,23,22
27,3902,25,25
36,3903,33,33
37,3904,35,34
33,3905,31,31
25,3906,23,23
26,3907,24,24
35,3908,33,32
29,3909,27,27
39,3910,37,36
44,3911,41,40
47,3912,44,43
40,3913,37,36
44,3914,42,41
46,3915,44,43
33,3916,31,30
28,3917,26,26
26,3918,24,23
21,3919,20,19
23,3920,21,21
33,3921,30,30
23,3922,21,20
20,3923,18,18
17,3924,15,15
22,3925,21,20
23,3926,21,21
24,3927,22,22
19,3928,18,17
13,3929,12,11
15,3930,13,13
16,3931,15,14
21,3932,20,19
25,3933,23,23
30,3934,28,27
30,3935,28,28
27,3936,25,24
20,3937,18,18
22,3938,20,20
22,3939,20,20
25,3940,23,22
32,3941,29,29
39,3942,37,36
44,3943,42,41
33,3944,31,30
37,3945,34,34
23,3946,22,21
NA,3947,NA,NA
NA,3948,NA,NA
19,3949,17,17
13,3950,11,11
18,3951,17,16
24,3952,22,22
16,3953,14,14
17,3954,15,15
14,3955,13,13
15,3956,13,13
13,3957,12,12
16,3958,15,14
16,3959,14,14
7,3960,6,6
10,3961,9,9
12,3962,10,10
15,3963,14,13
19,3964,18,17
24,3965,22,22
26,3966,24,23
22,3967,20,19
18,3968,16,16
24,3969,22,22
18,3970,16,16
22,3971,20,19
31,3972,29,28
39,3973,37,36
41,3974,39,38
34,3975,32,31
33,3976,31,31
35,3977,33,32
29,3978,27,27
26,3979,24,24
22,3980,20,20
15,3981,14,13
18,3982,16,16
27,3983,25,25
18,3984,16,16
17,3985,15,15
16,3986,14,14
17,3987,15,15
18,3988,16,16
19,3989,17,17
15,3990,14,13
6,3991,5,5
10,3992,9,9
11,3993,10,10
15,3994,13,13
20,3995,18,18
23,3996,22,21
25,3997,23,23
23,3998,21,20
18,3999,16,16
19,4000,17,17
19,4001,18,17
26,4002,24,23
30,4003,28,27
37,4004,35,34
37,4005,34,34
32,4006,29,29
33,4007,31,30
38,4008,35,34
33,4009,31,30
26,4010,25,24
20,4011,19,18
15,4012,13,13
19,4013,17,17
22,4014,21,20
18,4015,16,16
18,4016,16,16
17,4017,16,15
16,4018,14,14
18,4019,16,16
18,4020,16,16
17,4021,16,15
8,4022,7,7
13,4023,11,11
16,4024,14,14
11,4025,10,10
19,4026,17,17
21,4027,19,19
23,4028,21,21
22,4029,20,20
19,4030,17,17
22,4031,20,20
18,4032,16,16
26,4033,24,23
31,4034,29,28
41,4035,39,38
27,4036,25,24
37,4037,34,34
31,4038,29,28
38,4039,36,35
45,4040,42,42
27,4041,25,25
42,4042,40,39
31,4043,29,28
25,4044,23,22
23,4045,21,21
15,4046,13,13
24,4047,22,22
22,4048,20,20
26,4049,25,24
23,4050,22,21
15,4051,14,13
23,4052,21,21
23,4053,21,21
29,4054,27,27
14,4055,13,12
20,4056,19,18
24,4057,22,22
22,4058,20,20
17,4059,16,15
23,4060,22,21
28,4061,26,25
20,4062,18,18
15,4063,13,13
23,4064,21,20
38,4065,36,35
26,4066,24,24
37,4067,35,34
35,4068,33,32
39,4069,36,36
43,4070,41,40
30,4071,28,28
33,4072,31,31
25,4073,23,22
22,4074,20,20
22,4075,20,20
8,4076,7,7
27,4077,25,25
22,4078,20,20
25,4079,23,23
25,4080,23,23
16,4081,15,14
24,4082,22,21
27,4083,25,25
29,4084,27,26
17,4085,16,15
21,4086,19,19
26,4087,24,23
21,4088,19,18
19,4089,18,17
26,4090,24,24
29,4091,27,26
24,4092,22,22
22,4093,20,20
26,4094,24,24
28,4095,26,26
19,4096,18,17
25,4097,23,23
24,4098,22,21
26,4099,24,24
30,4100,28,27
22,4101,20,20
22,4102,20,19
19,4103,17,17
18,4104,16,16
17,4105,15,15
11,4106,10,9
19,4107,17,17
18,4108,16,16
20,4109,18,17
19,4110,17,17
11,4111,10,10
14,4112,13,12
23,4113,21,20
17,4114,16,15
11,4115,9,9
14,4116,12,12
18,4117,16,16
14,4118,13,12
14,4119,12,12
17,4120,16,15
22,4121,20,20
19,4122,18,17
18,4123,16,16
20,4124,18,18
26,4125,24,23
18,4126,16,16
23,4127,21,20
24,4128,22,22
30,4129,28,27
26,4130,24,23
20,4131,19,18
19,4132,17,17
17,4133,15,15
16,4134,15,14
14,4135,13,12
7,4136,6,6
15,4137,14,14
16,4138,14,14
19,4139,17,17
16,4140,14,14
9,4141,7,7
12,4142,10,10
14,4143,13,12
17,4144,15,15
10,4145,9,8
11,4146,10,9
14,4147,13,12
12,4148,11,10
10,4149,9,9
14,4150,12,12
16,4151,15,14
16,4152,15,14
15,4153,14,13
16,4154,14,14
25,4155,23,23
18,4156,16,16
23,4157,21,21
23,4158,21,21
25,4159,23,23
29,4160,27,26
22,4161,21,20
22,4162,20,20
20,4163,18,18
18,4164,17,16
17,4165,15,15
10,4166,9,8
15,4167,14,13
14,4168,13,12
16,4169,14,14
15,4170,14,13
9,4171,8,8
12,4172,11,11
17,4173,16,15
20,4174,18,18
11,4175,10,10
14,4176,12,12
16,4177,15,14
13,4178,12,12
12,4179,11,11
15,4180,14,14
19,4181,17,17
19,4182,17,17
17,4183,15,15
20,4184,18,18
27,4185,25,24
18,4186,17,16
25,4187,23,23
26,4188,24,24
28,4189,26,25
29,4190,27,26
21,4191,19,19
21,4192,19,19
18,4193,16,16
15,4194,14,13
16,4195,14,14
4,4196,3,3
14,4197,13,12
15,4198,13,13
16,4199,15,14
16,4200,14,14
10,4201,9,9
14,4202,12,12
17,4203,16,15
18,4204,16,16
10,4205,9,8
13,4206,11,11
13,4207,11,11
13,4208,12,12
12,4209,10,10
14,4210,12,12
18,4211,16,16
18,4212,16,16
16,4213,15,14
13,4214,11,11